gene_id,phyloP_cds,phyloP_gene_body,phastCons_cds,phastCons_gene_body
ENSG00000086730,0.368221,-0.184779,0.343727,0.060668
ENSG00000086827,3.491859,0.353665,0.849899,0.149832
ENSG00000087085,2.551759,1.244760,0.639435,0.377270
ENSG00000087095,5.678570,0.335272,0.984994,0.166916
ENSG00000087111,3.572387,0.448445,0.843069,0.163159
ENSG00000087116,3.253400,-0.120661,0.747297,0.052316
ENSG00000087206,1.876919,0.269867,0.786447,0.159369
ENSG00000087299,3.597368,0.184100,0.820274,0.128584
ENSG00000087301,1.896429,0.163296,0.701098,0.122992
ENSG00000087302,4.950797,0.291101,0.951541,0.097645
ENSG00000087338,4.234919,0.293764,0.927811,0.115890
ENSG00000087494,2.972051,0.437844,0.800744,0.182569
ENSG00000087884,4.403732,0.197492,0.896096,0.162885
ENSG00000088035,3.296114,0.206966,0.826552,0.142196
ENSG00000088280,2.918019,0.204497,0.741585,0.103318
ENSG00000088386,2.980963,0.013154,0.635301,0.067312
ENSG00000088451,3.507367,0.232536,0.927454,0.117117
ENSG00000088726,1.306399,0.030044,0.551029,0.083133
ENSG00000088808,3.977288,0.061530,0.812950,0.080062
ENSG00000088926,1.919582,0.125207,0.591200,0.082619
ENSG00000088992,3.255776,-0.171600,0.922493,0.036366
ENSG00000089041,1.892560,0.063262,0.628029,0.077535
ENSG00000089116,4.393958,0.540009,0.904988,0.214955
ENSG00000089127,0.399466,-0.052389,0.335662,0.084491
ENSG00000089169,3.571872,0.030742,0.775650,0.061287
ENSG00000089225,4.778266,0.101528,0.896345,0.101056
ENSG00000089234,4.549966,0.275144,0.913864,0.132117
ENSG00000089250,4.275184,0.104179,0.861783,0.086342
ENSG00000089597,3.496854,0.554160,0.793520,0.172216
ENSG00000089692,0.722634,0.200413,0.344107,0.151919
ENSG00000089723,3.078487,-0.039029,0.879530,0.054982
ENSG00000089737,2.990342,0.305002,0.669553,0.157417
ENSG00000089775,3.202425,1.274950,0.794660,0.358872
ENSG00000089818,3.982671,0.302618,0.912899,0.111417
ENSG00000089902,3.969535,0.034323,0.869766,0.067754
ENSG00000090054,4.061707,0.091133,0.907323,0.104629
ENSG00000090060,5.024866,0.221264,0.982157,0.095030
ENSG00000090104,2.854295,0.518441,0.749934,0.160548
ENSG00000090263,4.041667,0.347610,0.841412,0.113377
ENSG00000090266,2.628326,0.102543,0.593746,0.073261
ENSG00000090273,4.646125,0.220633,0.904355,0.132718
ENSG00000090402,2.722209,0.110818,0.650112,0.073848
ENSG00000090432,3.404773,0.484848,0.815736,0.166916
ENSG00000090470,1.962226,0.255321,0.621765,0.121117
ENSG00000090520,5.280060,0.520246,0.952802,0.134616
ENSG00000090530,2.959269,0.070425,0.743577,0.065483
ENSG00000090539,2.791509,0.944539,0.780414,0.301497
ENSG00000090581,2.471535,0.003137,0.583109,0.085840
ENSG00000090686,4.363272,0.144985,0.913823,0.090506
ENSG00000090975,4.134779,0.185831,0.817530,0.115208
ENSG00000091128,1.602170,0.122013,0.523921,0.084253
ENSG00000091138,2.842697,0.313766,0.698646,0.109629
ENSG00000091140,5.163463,0.379206,0.945594,0.116934
ENSG00000091317,1.211218,0.065041,0.459104,0.057156
ENSG00000091483,4.152453,0.297745,0.847097,0.096143
ENSG00000091656,4.640927,0.965441,0.887647,0.291334
ENSG00000091664,5.418235,0.272986,0.929205,0.104706
ENSG00000091732,2.519658,0.175323,0.751999,0.117920
ENSG00000091831,3.848134,0.068791,0.861687,0.083400
ENSG00000091844,4.449970,0.112534,0.939484,0.080174
ENSG00000091879,3.839357,0.023662,0.854676,0.077456
ENSG00000092009,0.588054,-0.010588,0.332487,0.105139
ENSG00000092010,3.171267,1.159280,0.925402,0.371399
ENSG00000092020,5.143802,0.330111,0.969026,0.145209
ENSG00000092051,2.685771,0.868476,0.793381,0.321092
ENSG00000092067,2.748272,1.437740,0.815854,0.461600
ENSG00000092068,4.304923,0.262042,0.844536,0.117613
ENSG00000092201,4.859077,0.550500,0.958436,0.146099
ENSG00000092203,3.222168,0.396380,0.907658,0.154890
ENSG00000092345,2.958317,0.215684,0.945596,0.100002
ENSG00000092529,4.252567,0.254952,0.881786,0.110761
ENSG00000092531,4.130347,0.275824,0.927896,0.123029
ENSG00000092607,5.072327,0.300054,0.938263,0.138633
ENSG00000092820,4.513523,-0.048836,0.886867,0.059349
ENSG00000092847,5.746798,0.635924,0.948016,0.177854
ENSG00000092853,2.493105,0.461233,0.711245,0.183413
ENSG00000092871,3.328241,0.297363,0.811006,0.115686
ENSG00000092969,4.802000,0.136845,0.938990,0.107720
ENSG00000092978,3.622966,0.213232,0.869691,0.105201
ENSG00000095015,3.753029,0.312675,0.860619,0.121967
ENSG00000095139,5.353331,0.393542,0.957450,0.145969
ENSG00000095203,3.271016,0.097187,0.856634,0.080797
ENSG00000095261,3.780041,0.312089,0.903853,0.111341
ENSG00000095319,4.414993,0.396717,0.904553,0.139399
ENSG00000095321,3.987286,0.429182,0.851465,0.162226
ENSG00000095380,4.608071,0.161495,0.889747,0.088464
ENSG00000095383,2.526151,0.134835,0.671952,0.103338
ENSG00000095464,3.981766,0.241411,0.813765,0.087734
ENSG00000095564,5.207145,0.443671,0.969780,0.147826
ENSG00000095574,4.961316,1.330750,0.932991,0.271513
ENSG00000095585,2.468678,0.092891,0.806300,0.063343
ENSG00000095596,4.081112,1.929390,0.885256,0.450083
ENSG00000095627,1.846096,0.126326,0.649723,0.086200
ENSG00000095739,4.675632,1.536990,0.897321,0.459829
ENSG00000095970,1.175811,0.071022,0.503719,0.117781
ENSG00000095981,3.073825,0.292624,0.824882,0.144879
ENSG00000096060,3.508422,0.214990,0.818957,0.119470
ENSG00000096070,3.934123,0.632118,0.833966,0.190763
ENSG00000096092,2.779228,0.159254,0.877189,0.087535
ENSG00000096395,1.251845,-0.088404,0.568930,0.088552
ENSG00000096401,5.266397,0.404176,0.953250,0.167543
ENSG00000096654,0.861520,0.126833,0.301774,0.090796
ENSG00000096696,3.620305,0.679108,0.842327,0.201279
ENSG00000096717,3.631866,0.335565,0.852297,0.132553
ENSG00000096746,5.478794,1.715770,0.986850,0.415548
ENSG00000097007,4.311100,0.269603,0.797493,0.112466
ENSG00000097033,4.909903,0.326630,0.952972,0.107552
ENSG00000097096,2.827914,0.419155,0.676030,0.159183
ENSG00000099194,3.357492,0.123762,0.733549,0.079212
ENSG00000099219,3.659467,0.260789,0.836245,0.110129
ENSG00000099256,2.857359,0.062162,0.824750,0.074696
ENSG00000099260,2.519340,0.269103,0.692626,0.117905
ENSG00000099282,3.521171,-0.008679,0.816374,0.056287
ENSG00000099284,4.847499,0.147464,0.917680,0.090420
ENSG00000099814,2.083994,-0.208724,0.550375,0.111763
ENSG00000100439,3.708921,0.420320,0.845568,0.133360
ENSG00000100442,4.410866,0.260796,0.946668,0.112088
ENSG00000100445,3.237316,1.076260,0.823091,0.301575
ENSG00000100448,0.348785,-0.097768,0.309201,0.108801
ENSG00000100453,0.234707,-0.256282,0.287157,0.078423
ENSG00000100461,2.857132,0.479428,0.806812,0.192690
ENSG00000100462,4.455093,1.174710,0.949014,0.287932
ENSG00000100483,3.615066,0.456258,0.851825,0.145383
ENSG00000100504,4.795199,0.334582,0.868999,0.103493
ENSG00000100505,4.753484,0.256048,0.941773,0.113196
ENSG00000100523,3.606562,0.212627,0.828216,0.116526
ENSG00000100526,3.132348,0.161196,0.896797,0.118232
ENSG00000100528,5.902479,0.468884,0.973562,0.138290
ENSG00000100554,5.250505,0.298917,0.958901,0.133254
ENSG00000100565,2.173811,0.018227,0.642516,0.066197
ENSG00000100567,5.552675,0.201729,0.971001,0.082141
ENSG00000100577,2.914010,0.150428,0.853755,0.099254
ENSG00000100583,0.437815,0.188580,0.204232,0.130590
ENSG00000100592,5.059883,0.325568,0.903989,0.138002
ENSG00000100603,5.313475,0.330448,0.964479,0.128916
ENSG00000100604,1.433536,0.067083,0.521085,0.104645
ENSG00000100626,4.454326,0.111677,0.906082,0.084876
ENSG00000100628,3.078216,0.076852,0.788699,0.098285
ENSG00000100644,4.067177,0.386258,0.933426,0.144411
ENSG00000100647,3.743325,0.180769,0.850208,0.101687
ENSG00000100652,2.441820,0.110909,0.633342,0.070994
ENSG00000100665,0.507180,-0.057877,0.245362,0.063939
ENSG00000100678,5.112262,0.270724,0.941476,0.111529
ENSG00000100721,0.258090,-0.161109,0.311231,0.059348
ENSG00000100744,4.088691,0.439725,0.846962,0.116891
ENSG00000100796,5.442532,0.385005,0.978145,0.120101
ENSG00000100802,2.308008,0.454827,0.816367,0.208443
ENSG00000100811,4.545919,0.096419,0.977733,0.087625
ENSG00000100815,2.986539,0.380891,0.765481,0.146568
ENSG00000100842,1.605602,0.409907,0.537494,0.192199
ENSG00000100884,3.430919,1.237650,0.786652,0.309806
ENSG00000100889,4.304016,1.001220,0.851690,0.240862
ENSG00000100890,2.368832,0.209964,0.653902,0.151249
ENSG00000100908,3.114742,1.047620,0.918529,0.350158
ENSG00000100911,3.145566,1.006530,0.961144,0.317039
ENSG00000100938,4.728091,1.118470,0.886829,0.239433
ENSG00000100941,3.857696,1.312490,0.877620,0.339912
ENSG00000102466,5.491060,0.039480,0.981595,0.054681
ENSG00000102468,3.893189,0.099776,0.827769,0.063923
ENSG00000102471,3.332674,0.177563,0.783168,0.096723
ENSG00000102524,2.071804,-0.031484,0.686450,0.060245
ENSG00000102539,1.924783,1.124450,0.559357,0.354311
ENSG00000102547,4.990704,0.168468,0.937382,0.099592
ENSG00000102580,4.510969,0.175585,0.928874,0.138825
ENSG00000102595,3.315555,0.139510,0.831974,0.121879
ENSG00000102678,5.279028,0.120024,0.970512,0.098730
ENSG00000102683,3.165235,0.096625,0.863688,0.108251
ENSG00000102738,1.845759,0.139922,0.585531,0.105294
ENSG00000102760,3.225552,0.167384,0.809671,0.105903
ENSG00000102794,3.208692,0.494050,0.702982,0.138482
ENSG00000102805,3.593730,0.453073,0.736175,0.140190
ENSG00000102837,1.821559,0.484169,0.527550,0.234470
ENSG00000103024,2.730310,1.514150,0.674604,0.427236
ENSG00000103275,5.830941,-0.151973,0.932576,0.056777
ENSG00000103313,0.559389,0.073149,0.260621,0.086493
ENSG00000103343,1.004892,0.194995,0.376427,0.104070
ENSG00000103351,4.029632,0.068700,0.865312,0.067491
ENSG00000103591,3.516829,0.186703,0.815424,0.088555
ENSG00000103647,4.780613,0.006733,0.896726,0.061038
ENSG00000103707,2.374021,0.207399,0.677477,0.125682
ENSG00000103710,3.438019,0.271357,0.850380,0.119177
ENSG00000103742,3.040436,0.316658,0.764415,0.138646
ENSG00000103769,5.952703,0.413894,0.972852,0.158066
ENSG00000104043,3.417676,0.202608,0.745966,0.112282
ENSG00000104055,1.657199,0.170817,0.453341,0.076701
ENSG00000104059,2.939036,-0.007964,0.729299,0.066928
ENSG00000104129,2.983874,0.139435,0.896525,0.100296
ENSG00000104142,4.658990,1.600980,0.897295,0.339654
ENSG00000104154,3.736431,0.256271,0.879394,0.122690
ENSG00000104221,2.392630,0.559948,0.681635,0.187731
ENSG00000104237,1.437481,1.020990,0.434773,0.322400
ENSG00000104267,2.911143,0.127591,0.615159,0.071939
ENSG00000104312,3.444444,0.279206,0.779338,0.098345
ENSG00000104313,5.653748,0.191848,0.958686,0.096053
ENSG00000104321,2.861092,0.190262,0.799655,0.086773
ENSG00000104324,3.613973,0.181537,0.820270,0.114249
ENSG00000104327,3.950529,0.315984,0.974884,0.126635
ENSG00000104332,4.017159,0.067453,0.887035,0.088792
ENSG00000104361,2.850681,0.184339,0.828752,0.132354
ENSG00000104369,3.933073,0.151149,0.874877,0.100539
ENSG00000104371,1.652082,0.303878,0.489072,0.137338
ENSG00000104381,3.864594,0.430853,0.867700,0.135928
ENSG00000104415,3.440155,-0.177113,0.739867,0.046215
ENSG00000104427,3.491757,0.148341,0.884226,0.107994
ENSG00000104432,1.403707,0.168912,0.695642,0.116651
ENSG00000104435,5.562224,0.125585,0.958739,0.070684
ENSG00000104442,4.953482,0.250409,0.961151,0.117543
ENSG00000104450,2.487443,0.151292,0.662215,0.109160
ENSG00000104490,5.883428,0.088408,0.944076,0.088315
ENSG00000104497,3.441683,0.253194,0.849580,0.116926
ENSG00000104518,-0.474194,-0.703934,0.085026,0.045817
ENSG00000104537,3.001553,0.047800,0.826117,0.062082
ENSG00000104611,2.328815,-0.028463,0.625908,0.050010
ENSG00000104626,3.977210,0.198513,0.832741,0.078626
ENSG00000104643,4.486152,0.280779,0.873561,0.101975
ENSG00000104660,5.139209,0.260934,0.961522,0.093078
ENSG00000104671,4.277225,0.170506,0.890893,0.092992
ENSG00000104689,-0.527034,-0.049892,0.043668,0.076014
ENSG00000104714,0.365800,-0.235508,0.307154,0.032310
ENSG00000104723,4.926637,0.056292,0.948897,0.061484
ENSG00000104738,4.556109,0.651640,0.893438,0.170213
ENSG00000104755,0.602991,0.033604,0.393959,0.070163
ENSG00000104760,2.882003,0.178147,0.738317,0.078484
ENSG00000104763,3.299098,0.146332,0.796132,0.071752
ENSG00000104765,4.210303,0.212918,0.906111,0.099990
ENSG00000105784,4.630714,0.151171,0.972329,0.150829
ENSG00000105810,4.912318,0.253527,0.965602,0.127736
ENSG00000105819,4.231924,0.459124,0.828526,0.128994
ENSG00000105835,4.988950,0.309571,0.966108,0.093844
ENSG00000105849,2.292448,0.251487,0.623804,0.105772
ENSG00000105855,3.238522,0.264359,0.879610,0.107283
ENSG00000105865,4.587161,0.608979,0.943299,0.167951
ENSG00000105866,4.429465,0.247984,0.962688,0.125523
ENSG00000105875,4.069841,0.266359,0.835879,0.094950
ENSG00000105880,4.680738,1.233210,0.954724,0.361537
ENSG00000105887,4.267589,0.135549,0.993096,0.070936
ENSG00000105894,4.412156,0.040378,0.957266,0.044759
ENSG00000105926,5.090550,0.275090,0.958725,0.128351
ENSG00000105948,4.999943,0.271801,0.944544,0.141327
ENSG00000105954,1.188576,0.387798,0.529495,0.198648
ENSG00000105967,3.422518,0.252878,0.860151,0.110804
ENSG00000105968,5.406087,0.102408,0.901651,0.056201
ENSG00000105971,2.814401,0.331380,0.767226,0.131373
ENSG00000105974,5.054064,0.251919,0.963206,0.118533
ENSG00000105976,3.451682,0.398005,0.845527,0.180073
ENSG00000105983,4.557166,0.105547,0.947309,0.117053
ENSG00000105991,3.714600,2.678450,0.942674,0.707745
ENSG00000105993,3.180446,-0.096123,0.791272,0.054250
ENSG00000105996,4.936744,4.051670,0.970837,0.884561
ENSG00000106003,2.911992,0.405010,0.689496,0.217376
ENSG00000106006,4.136639,1.642280,0.978890,0.464636
ENSG00000106009,1.411214,0.001778,0.485472,0.102696
ENSG00000106013,1.807012,0.189650,0.606696,0.107979
ENSG00000106018,2.805507,-0.124390,0.747922,0.058498
ENSG00000106025,4.487652,0.150296,0.966845,0.083792
ENSG00000106031,2.946801,1.938910,0.852256,0.572139
ENSG00000106038,3.951463,1.655740,0.882106,0.433518
ENSG00000106049,4.769353,0.378121,0.935523,0.177895
ENSG00000106066,2.738472,0.118587,0.741699,0.098738
ENSG00000106077,2.411446,0.905074,0.639240,0.291768
ENSG00000106089,4.487072,0.077018,0.919127,0.095105
ENSG00000106123,3.247508,1.139910,0.741681,0.322912
ENSG00000106125,2.125622,0.004234,0.628220,0.076405
ENSG00000106128,2.417387,0.031158,0.660126,0.079451
ENSG00000106144,3.197014,0.244494,0.783714,0.106730
ENSG00000106153,3.719005,0.338293,0.815843,0.116647
ENSG00000106236,3.866622,0.339373,0.830518,0.139740
ENSG00000106245,5.497557,0.210653,0.931136,0.094163
ENSG00000106268,3.401780,0.066212,0.765239,0.080466
ENSG00000106290,3.760453,1.125820,0.891476,0.307341
ENSG00000106299,4.394402,0.236936,0.911476,0.088458
ENSG00000106305,3.481992,0.188607,0.779056,0.103471
ENSG00000106331,2.109398,0.529365,0.581921,0.182177
ENSG00000106333,2.288830,0.675552,0.689135,0.264892
ENSG00000106336,2.340587,0.316758,0.858470,0.172797
ENSG00000106341,2.341900,0.209315,0.829639,0.124683
ENSG00000106366,2.287911,0.226578,0.682228,0.131742
ENSG00000106367,4.203059,0.371903,0.777728,0.134526
ENSG00000106384,1.034696,0.082620,0.362413,0.112192
ENSG00000106397,3.429329,0.586904,0.730087,0.182347
ENSG00000106399,2.507474,0.351855,0.845446,0.162289
ENSG00000106400,3.729140,0.261170,0.913284,0.108747
ENSG00000106404,2.136837,0.104820,0.562519,0.108342
ENSG00000106436,3.311993,0.022602,0.699260,0.080649
ENSG00000106460,4.375081,0.294028,0.892009,0.096314
ENSG00000106462,4.942239,0.306023,0.920115,0.115856
ENSG00000106477,3.051745,0.294087,0.797857,0.137745
ENSG00000106479,1.108627,0.094376,0.563856,0.115025
ENSG00000106483,3.343324,0.388363,0.849164,0.130599
ENSG00000106511,4.774841,0.173842,0.952691,0.098524
ENSG00000106536,5.135516,0.263524,0.912894,0.129226
ENSG00000106546,2.678056,0.236014,0.661070,0.095377
ENSG00000106565,0.302221,-0.042831,0.227296,0.057275
ENSG00000106571,3.881655,0.227236,0.793495,0.123087
ENSG00000106609,4.894311,0.308992,0.898172,0.106430
ENSG00000106617,4.263241,-0.148900,0.907165,0.038513
ENSG00000106628,3.867923,0.550692,0.842288,0.185170
ENSG00000106633,4.211131,0.003820,0.875863,0.077470
ENSG00000106635,3.998282,0.082869,0.907353,0.069291
ENSG00000106686,1.365315,0.198049,0.567139,0.110701
ENSG00000106688,3.950548,0.138139,0.793191,0.079349
ENSG00000106701,3.932279,0.372250,0.889507,0.189533
ENSG00000106723,5.288633,-0.005290,0.968794,0.046895
ENSG00000106733,2.626027,0.139335,0.779149,0.081931
ENSG00000106771,4.121538,0.203993,0.879078,0.084779
ENSG00000106780,2.358622,0.268297,0.729635,0.148655
ENSG00000106785,1.428387,0.057487,0.552787,0.091837
ENSG00000106789,3.549891,0.128462,0.750629,0.075776
ENSG00000106803,5.149279,0.170519,0.912184,0.081961
ENSG00000106809,3.118600,0.224972,0.808431,0.121617
ENSG00000106823,2.409397,0.220025,0.642504,0.101426
ENSG00000106927,1.821428,0.035119,0.614473,0.076551
ENSG00000106948,0.758743,-0.086026,0.332384,0.063123
ENSG00000106991,1.070760,-0.003048,0.531700,0.086356
ENSG00000106992,4.510975,0.248343,0.905232,0.114004
ENSG00000106993,3.590495,0.293756,0.962994,0.126325
ENSG00000107020,2.798506,0.175784,0.880050,0.114472
ENSG00000107021,4.874780,0.200028,0.918443,0.090199
ENSG00000107140,2.997838,1.517620,0.785264,0.409249
ENSG00000107159,1.160966,0.179737,0.489247,0.127324
ENSG00000107164,4.630019,0.121204,0.903843,0.107363
ENSG00000107185,4.262065,1.717210,0.931803,0.397608
ENSG00000107187,3.745159,0.120607,0.814160,0.155241
ENSG00000107201,1.757313,0.144876,0.670652,0.123019
ENSG00000107223,4.004250,-0.022038,0.941811,0.125566
ENSG00000107242,4.067249,0.076531,0.854501,0.059411
ENSG00000107295,4.660099,0.068389,0.905022,0.064690
ENSG00000107338,2.922922,0.034956,0.848248,0.086480
ENSG00000107362,5.462645,0.635820,0.969287,0.145457
ENSG00000107371,3.525833,0.798643,0.811942,0.191656
ENSG00000107404,3.543047,0.030944,0.812700,0.159388
ENSG00000107438,3.912845,0.130265,0.867067,0.103311
ENSG00000107443,4.291507,0.571831,0.913426,0.180678
ENSG00000107447,2.907014,0.197729,0.770210,0.103551
ENSG00000107554,2.831690,0.170061,0.647303,0.084953
ENSG00000107562,2.984088,0.016434,0.911648,0.111431
ENSG00000107566,4.543520,0.363290,0.929748,0.123298
ENSG00000107581,4.261477,0.404944,0.857308,0.133188
ENSG00000107593,3.072549,0.257502,0.712071,0.096068
ENSG00000107679,4.400321,0.233471,0.887407,0.088676
ENSG00000107742,3.940343,0.131757,0.876102,0.094524
ENSG00000107771,2.497537,0.221299,0.782555,0.137128
ENSG00000107779,4.760362,0.204752,0.919795,0.097057
ENSG00000107796,5.897549,0.391966,0.913202,0.105520
ENSG00000107798,2.606207,0.055005,0.649404,0.065741
ENSG00000107819,4.068326,0.850670,0.810785,0.196459
ENSG00000107821,3.043076,1.235640,0.730126,0.356277
ENSG00000107829,2.669888,0.509045,0.672948,0.206915
ENSG00000107831,3.955746,1.222910,0.869888,0.384741
ENSG00000107833,2.218676,0.615350,0.741103,0.275849
ENSG00000107854,5.117881,0.439075,0.930147,0.129526
ENSG00000107859,4.432550,2.512280,0.933347,0.567801
ENSG00000107864,5.239545,0.259452,0.964936,0.131568
ENSG00000107874,3.096430,1.706980,0.859236,0.491063
ENSG00000107882,5.208410,0.235913,0.938989,0.137161
ENSG00000107902,2.940283,-0.134888,0.775622,0.052577
ENSG00000107937,4.799238,0.190068,0.904121,0.097781
ENSG00000107951,2.890412,0.166300,0.688922,0.076640
ENSG00000107968,4.101781,0.213333,0.860314,0.099372
ENSG00000107984,2.364551,0.796999,0.601025,0.278608
ENSG00000108001,5.726988,1.150050,0.965109,0.341399
ENSG00000108010,3.551064,0.087256,0.816282,0.101717
ENSG00000108018,3.607516,0.057053,0.809721,0.079563
ENSG00000108055,5.891791,0.680982,0.976714,0.157641
ENSG00000108061,5.811333,0.374074,0.985303,0.126161
ENSG00000108091,5.097148,0.062840,0.945790,0.060435
ENSG00000108176,2.588533,0.166500,0.734480,0.108779
ENSG00000108219,4.315300,-0.053170,0.871677,0.055842
ENSG00000108231,4.818648,0.437195,0.970455,0.153920
ENSG00000108239,3.005192,0.173033,0.745247,0.146046
ENSG00000108256,3.735712,0.338818,0.966215,0.140985
ENSG00000108671,5.625938,0.372916,0.976415,0.142120
ENSG00000108684,3.865669,0.056741,0.841387,0.082437
ENSG00000108691,0.761919,0.090346,0.414451,0.114137
ENSG00000108700,0.459542,0.010323,0.272997,0.074282
ENSG00000109046,4.785991,0.696360,0.936618,0.212625
ENSG00000109072,2.188246,1.215890,0.546258,0.325921
ENSG00000109101,2.691558,0.664990,0.766091,0.257337
ENSG00000109107,4.804879,2.813280,0.899401,0.536097
ENSG00000109132,3.786122,2.014390,0.783872,0.438212
ENSG00000109133,4.862854,0.335839,0.960916,0.119585
ENSG00000109158,4.291129,0.285530,0.888590,0.125252
ENSG00000109163,3.086191,0.334905,0.749551,0.130690
ENSG00000109180,2.804425,0.205197,0.934804,0.113155
ENSG00000109182,2.262529,0.116716,0.770599,0.116333
